year,county,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
2022,Grant,United States Senator,,Rand PAUL,REP,5847,,,,,,,
2022,Grant,United States Senator,,Charles BOOKER,DEM,1592,,,,,,,
2022,Grant,United States Senator,,Charles Lee THOMASON,W,2,,,,,,,
2022,Grant,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Graves,United States Senator,,Rand PAUL,REP,9514,,,,,,,
2022,Graves,United States Senator,,Charles BOOKER,DEM,2575,,,,,,,
2022,Graves,United States Senator,,Charles Lee THOMASON,W,4,,,,,,,
2022,Graves,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Grayson,United States Senator,,Rand PAUL,REP,6229,,,,,,,
2022,Grayson,United States Senator,,Charles BOOKER,DEM,1687,,,,,,,
2022,Grayson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Grayson,United States Senator,,Billy Ray WILSON,W,1,,,,,,,
2022,Green,United States Senator,,Rand PAUL,REP,3658,,,,,,,
2022,Green,United States Senator,,Charles BOOKER,DEM,655,,,,,,,
2022,Green,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Green,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Greenup,United States Senator,,Rand PAUL,REP,8899,,,,,,,
2022,Greenup,United States Senator,,Charles BOOKER,DEM,3735,,,,,,,
2022,Greenup,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Greenup,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Hancock,United States Senator,,Rand PAUL,REP,2223,,,,,,,
2022,Hancock,United States Senator,,Charles BOOKER,DEM,1034,,,,,,,
2022,Hancock,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Hancock,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Hardin,United States Senator,,Rand PAUL,REP,19413,,,,,,,
2022,Hardin,United States Senator,,Charles BOOKER,DEM,11459,,,,,,,
2022,Hardin,United States Senator,,Charles Lee THOMASON,W,14,,,,,,,
2022,Hardin,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Harlan,United States Senator,,Rand PAUL,REP,6386,,,,,,,
2022,Harlan,United States Senator,,Charles BOOKER,DEM,1333,,,,,,,
2022,Harlan,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Harlan,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Harrison,United States Senator,,Rand PAUL,REP,4624,,,,,,,
2022,Harrison,United States Senator,,Charles BOOKER,DEM,2030,,,,,,,
2022,Harrison,United States Senator,,Charles Lee THOMASON,W,3,,,,,,,
2022,Harrison,United States Senator,,Billy Ray WILSON,W,2,,,,,,,
2022,Hart,United States Senator,,Rand PAUL,REP,4624,,,,,,,
2022,Hart,United States Senator,,Charles BOOKER,DEM,1602,,,,,,,
2022,Hart,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Hart,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Henderson,United States Senator,,Rand PAUL,REP,8765,,,,,,,
2022,Henderson,United States Senator,,Charles BOOKER,DEM,233,,,,,,,
2022,Henderson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Henderson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Henry,United States Senator,,Rand PAUL,REP,4228,,,,,,,
2022,Henry,United States Senator,,Charles BOOKER,DEM,4810,,,,,,,
2022,Henry,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Henry,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Hickman,United States Senator,,Rand PAUL,REP,1264,,,,,,,
2022,Hickman,United States Senator,,Charles BOOKER,DEM,283,,,,,,,
2022,Hickman,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Hickman,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Hopkins,United States Senator,,Rand PAUL,REP,10592,,,,,,,
2022,Hopkins,United States Senator,,Charles BOOKER,DEM,4204,,,,,,,
2022,Hopkins,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Hopkins,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Jackson,United States Senator,,Rand PAUL,REP,3283,,,,,,,
2022,Jackson,United States Senator,,Charles BOOKER,DEM,385,,,,,,,
2022,Jackson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Jackson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Jefferson,United States Senator,,Rand PAUL,REP,113726,,,,,,,
2022,Jefferson,United States Senator,,Charles BOOKER,DEM,164131,,,,,,,
2022,Jefferson,United States Senator,,Charles Lee THOMASON,W,27,,,,,,,
2022,Jefferson,United States Senator,,Billy Ray WILSON,W,4,,,,,,,
2022,Jessamine,United States Senator,,Rand PAUL,REP,11569,,,,,,,
2022,Jessamine,United States Senator,,Charles BOOKER,DEM,5732,,,,,,,
2022,Jessamine,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Jessamine,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Johnson,United States Senator,,Rand PAUL,REP,4559,,,,,,,
2022,Johnson,United States Senator,,Charles BOOKER,DEM,4084,,,,,,,
2022,Johnson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Johnson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Kenton,United States Senator,,Rand PAUL,REP,30057,,,,,,,
2022,Kenton,United States Senator,,Charles BOOKER,DEM,21096,,,,,,,
2022,Kenton,United States Senator,,Charles Lee THOMASON,W,3,,,,,,,
2022,Kenton,United States Senator,,Billy Ray WILSON,W,2,,,,,,,
2022,Knott,United States Senator,,Rand PAUL,REP,3252,,,,,,,
2022,Knott,United States Senator,,Charles BOOKER,DEM,1540,,,,,,,
2022,Knott,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Knott,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Knox,United States Senator,,Rand PAUL,REP,6457,,,,,,,
2022,Knox,United States Senator,,Charles BOOKER,DEM,1516,,,,,,,
2022,Knox,United States Senator,,Charles Lee THOMASON,W,2,,,,,,,
2022,Knox,United States Senator,,Billy Ray WILSON,W,2,,,,,,,
2022,Larue,United States Senator,,Rand PAUL,REP,3955,,,,,,,
2022,Larue,United States Senator,,Charles BOOKER,DEM,1250,,,,,,,
2022,Larue,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Larue,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Laurel,United States Senator,,Rand PAUL,REP,14474,,,,,,,
2022,Laurel,United States Senator,,Charles BOOKER,DEM,3096,,,,,,,
2022,Laurel,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Laurel,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Lawrence,United States Senator,,Rand PAUL,REP,3179,,,,,,,
2022,Lawrence,United States Senator,,Charles BOOKER,DEM,948,,,,,,,
2022,Lawrence,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Lawrence,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Lee,United States Senator,,Rand PAUL,REP,1648,,,,,,,
2022,Lee,United States Senator,,Charles BOOKER,DEM,423,,,,,,,
2022,Lee,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Lee,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Leslie,United States Senator,,Rand PAUL,REP,2509,,,,,,,
2022,Leslie,United States Senator,,Charles BOOKER,DEM,371,,,,,,,
2022,Leslie,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Leslie,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Letcher,United States Senator,,Rand PAUL,REP,3873,,,,,,,
2022,Letcher,United States Senator,,Charles BOOKER,DEM,1854,,,,,,,
2022,Letcher,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Letcher,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Lewis,United States Senator,,Rand PAUL,REP,3259,,,,,,,
2022,Lewis,United States Senator,,Charles BOOKER,DEM,572,,,,,,,
2022,Lewis,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Lewis,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Lincoln,United States Senator,,Rand PAUL,REP,5687,,,,,,,
2022,Lincoln,United States Senator,,Charles BOOKER,DEM,1715,,,,,,,
2022,Lincoln,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Lincoln,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Livingston,United States Senator,,Rand PAUL,REP,2609,,,,,,,
2022,Livingston,United States Senator,,Charles BOOKER,DEM,606,,,,,,,
2022,Livingston,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Livingston,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Logan,United States Senator,,Rand PAUL,REP,6240,,,,,,,
2022,Logan,United States Senator,,Charles BOOKER,DEM,2268,,,,,,,
2022,Logan,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Logan,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Lyon,United States Senator,,Rand PAUL,REP,2356,,,,,,,
2022,Lyon,United States Senator,,Charles BOOKER,DEM,874,,,,,,,
2022,Lyon,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Lyon,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Madison,United States Senator,,Rand PAUL,REP,18593,,,,,,,
2022,Madison,United States Senator,,Charles BOOKER,DEM,11420,,,,,,,
2022,Madison,United States Senator,,Charles Lee THOMASON,W,5,,,,,,,
2022,Madison,United States Senator,,Billy Ray WILSON,W,4,,,,,,,
2022,Magoffin,United States Senator,,Rand PAUL,REP,3404,,,,,,,
2022,Magoffin,United States Senator,,Charles BOOKER,DEM,1472,,,,,,,
2022,Magoffin,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Magoffin,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Marion,United States Senator,,Rand PAUL,REP,3782,,,,,,,
2022,Marion,United States Senator,,Charles BOOKER,DEM,2112,,,,,,,
2022,Marion,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Marion,United States Senator,,Billy Ray WILSON,W,2,,,,,,,
2022,Marshall,United States Senator,,Rand PAUL,REP,9875,,,,,,,
2022,Marshall,United States Senator,,Charles BOOKER,DEM,3054,,,,,,,
2022,Marshall,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Marshall,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Martin,United States Senator,,Rand PAUL,REP,2241,,,,,,,
2022,Martin,United States Senator,,Charles BOOKER,DEM,358,,,,,,,
2022,Martin,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Martin,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Mason,United States Senator,,Rand PAUL,REP,3879,,,,,,,
2022,Mason,United States Senator,,Charles BOOKER,DEM,1927,,,,,,,
2022,Mason,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Mason,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,McCracken,United States Senator,,Rand PAUL,REP,15294,,,,,,,
2022,McCracken,United States Senator,,Charles BOOKER,DEM,7466,,,,,,,
2022,McCracken,United States Senator,,Charles Lee THOMASON,W,2,,,,,,,
2022,McCracken,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,McCreary,United States Senator,,Rand PAUL,REP,3738,,,,,,,
2022,McCreary,United States Senator,,Charles BOOKER,DEM,629,,,,,,,
2022,McCreary,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,McCreary,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,McLean,United States Senator,,Rand PAUL,REP,2760,,,,,,,
2022,McLean,United States Senator,,Charles BOOKER,DEM,874,,,,,,,
2022,McLean,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,McLean,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Meade,United States Senator,,Rand PAUL,REP,6881,,,,,,,
2022,Meade,United States Senator,,Charles BOOKER,DEM,2672,,,,,,,
2022,Meade,United States Senator,,Charles Lee THOMASON,W,2,,,,,,,
2022,Meade,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Menifee,United States Senator,,Rand PAUL,REP,1586,,,,,,,
2022,Menifee,United States Senator,,Charles BOOKER,DEM,679,,,,,,,
2022,Menifee,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Menifee,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Mercer,United States Senator,,Rand PAUL,REP,5980,,,,,,,
2022,Mercer,United States Senator,,Charles BOOKER,DEM,2308,,,,,,,
2022,Mercer,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Mercer,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Metcalfe,United States Senator,,Rand PAUL,REP,3047,,,,,,,
2022,Metcalfe,United States Senator,,Charles BOOKER,DEM,952,,,,,,,
2022,Metcalfe,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Metcalfe,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Monroe,United States Senator,,Rand PAUL,REP,3356,,,,,,,
2022,Monroe,United States Senator,,Charles BOOKER,DEM,451,,,,,,,
2022,Monroe,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Monroe,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Montgomery,United States Senator,,Rand PAUL,REP,6152,,,,,,,
2022,Montgomery,United States Senator,,Charles BOOKER,DEM,2834,,,,,,,
2022,Montgomery,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Montgomery,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Morgan,United States Senator,,Rand PAUL,REP,2894,,,,,,,
2022,Morgan,United States Senator,,Charles BOOKER,DEM,1127,,,,,,,
2022,Morgan,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Morgan,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Muhlenberg,United States Senator,,Rand PAUL,REP,7062,,,,,,,
2022,Muhlenberg,United States Senator,,Charles BOOKER,DEM,3137,,,,,,,
2022,Muhlenberg,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Muhlenberg,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Nelson,United States Senator,,Rand PAUL,REP,11205,,,,,,,
2022,Nelson,United States Senator,,Charles BOOKER,DEM,5787,,,,,,,
2022,Nelson,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Nelson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Nicholas,United States Senator,,Rand PAUL,REP,1649,,,,,,,
2022,Nicholas,United States Senator,,Charles BOOKER,DEM,824,,,,,,,
2022,Nicholas,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Nicholas,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Ohio,United States Senator,,Rand PAUL,REP,5617,,,,,,,
2022,Ohio,United States Senator,,Charles BOOKER,DEM,1660,,,,,,,
2022,Ohio,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Ohio,United States Senator,,Billy Ray WILSON,W,1,,,,,,,
2022,Oldham,United States Senator,,Rand PAUL,REP,15998,,,,,,,
2022,Oldham,United States Senator,,Charles BOOKER,DEM,10295,,,,,,,
2022,Oldham,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Oldham,United States Senator,,Billy Ray WILSON,W,4,,,,,,,
2022,Owen,United States Senator,,Rand PAUL,REP,2937,,,,,,,
2022,Owen,United States Senator,,Charles BOOKER,DEM,958,,,,,,,
2022,Owen,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Owen,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Owsley,United States Senator,,Rand PAUL,REP,1467,,,,,,,
2022,Owsley,United States Senator,,Charles BOOKER,DEM,292,,,,,,,
2022,Owsley,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Owsley,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Pendleton,United States Senator,,Rand PAUL,REP,3841,,,,,,,
2022,Pendleton,United States Senator,,Charles BOOKER,DEM,1051,,,,,,,
2022,Pendleton,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Pendleton,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Perry,United States Senator,,Rand PAUL,REP,5212,,,,,,,
2022,Perry,United States Senator,,Charles BOOKER,DEM,2250,,,,,,,
2022,Perry,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Perry,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Pike,United States Senator,,Rand PAUL,REP,11667,,,,,,,
2022,Pike,United States Senator,,Charles BOOKER,DEM,4067,,,,,,,
2022,Pike,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Pike,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Powell,United States Senator,,Rand PAUL,REP,2503,,,,,,,
2022,Powell,United States Senator,,Charles BOOKER,DEM,1089,,,,,,,
2022,Powell,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Powell,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Pulaski,United States Senator,,Rand PAUL,REP,17000,,,,,,,
2022,Pulaski,United States Senator,,Charles BOOKER,DEM,4177,,,,,,,
2022,Pulaski,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Pulaski,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Robertson,United States Senator,,Rand PAUL,REP,684,,,,,,,
2022,Robertson,United States Senator,,Charles BOOKER,DEM,295,,,,,,,
2022,Robertson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Robertson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Rockcastle,United States Senator,,Rand PAUL,REP,4020,,,,,,,
2022,Rockcastle,United States Senator,,Charles BOOKER,DEM,761,,,,,,,
2022,Rockcastle,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Rockcastle,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Rowan,United States Senator,,Rand PAUL,REP,4235,,,,,,,
2022,Rowan,United States Senator,,Charles BOOKER,DEM,3180,,,,,,,
2022,Rowan,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Rowan,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Russell,United States Senator,,Rand PAUL,REP,5422,,,,,,,
2022,Russell,United States Senator,,Charles BOOKER,DEM,985,,,,,,,
2022,Russell,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Russell,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Scott,United States Senator,,Rand PAUL,REP,12302,,,,,,,
2022,Scott,United States Senator,,Charles BOOKER,DEM,8198,,,,,,,
2022,Scott,United States Senator,,Charles Lee THOMASON,W,3,,,,,,,
2022,Scott,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Shelby,United States Senator,,Rand PAUL,REP,11606,,,,,,,
2022,Shelby,United States Senator,,Charles BOOKER,DEM,6194,,,,,,,
2022,Shelby,United States Senator,,Charles Lee THOMASON,W,4,,,,,,,
2022,Shelby,United States Senator,,Billy Ray WILSON,W,2,,,,,,,
2022,Simpson,United States Senator,,Rand PAUL,REP,3975,,,,,,,
2022,Simpson,United States Senator,,Charles BOOKER,DEM,1763,,,,,,,
2022,Simpson,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Simpson,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Spencer,United States Senator,,Rand PAUL,REP,5844,,,,,,,
2022,Spencer,United States Senator,,Charles BOOKER,DEM,1889,,,,,,,
2022,Spencer,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Spencer,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Taylor,United States Senator,,Rand PAUL,REP,6751,,,,,,,
2022,Taylor,United States Senator,,Charles BOOKER,DEM,2244,,,,,,,
2022,Taylor,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Taylor,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Todd,United States Senator,,Rand PAUL,REP,2681,,,,,,,
2022,Todd,United States Senator,,Charles BOOKER,DEM,814,,,,,,,
2022,Todd,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Todd,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Trigg,United States Senator,,Rand PAUL,REP,4057,,,,,,,
2022,Trigg,United States Senator,,Charles BOOKER,DEM,1396,,,,,,,
2022,Trigg,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Trigg,United States Senator,,Billy Ray WILSON,W,2,,,,,,,
2022,Trimble,United States Senator,,Rand PAUL,REP,2394,,,,,,,
2022,Trimble,United States Senator,,Charles BOOKER,DEM,795,,,,,,,
2022,Trimble,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Trimble,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Union,United States Senator,,Rand PAUL,REP,3688,,,,,,,
2022,Union,United States Senator,,Charles BOOKER,DEM,1193,,,,,,,
2022,Union,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Union,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Warren,United States Senator,,Rand PAUL,REP,22951,,,,,,,
2022,Warren,United States Senator,,Charles BOOKER,DEM,15403,,,,,,,
2022,Warren,United States Senator,,Charles Lee THOMASON,W,4,,,,,,,
2022,Warren,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Washington,United States Senator,,Rand PAUL,REP,3492,,,,,,,
2022,Washington,United States Senator,,Charles BOOKER,DEM,1464,,,,,,,
2022,Washington,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Washington,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Wayne,United States Senator,,Rand PAUL,REP,5021,,,,,,,
2022,Wayne,United States Senator,,Charles BOOKER,DEM,1310,,,,,,,
2022,Wayne,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Wayne,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Webster,United States Senator,,Rand PAUL,REP,3158,,,,,,,
2022,Webster,United States Senator,,Charles BOOKER,DEM,1054,,,,,,,
2022,Webster,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Webster,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Whitley,United States Senator,,Rand PAUL,REP,8221,,,,,,,
2022,Whitley,United States Senator,,Charles BOOKER,DEM,1822,,,,,,,
2022,Whitley,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Whitley,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Wolfe,United States Senator,,Rand PAUL,REP,1400,,,,,,,
2022,Wolfe,United States Senator,,Charles BOOKER,DEM,853,,,,,,,
2022,Wolfe,United States Senator,,Charles Lee THOMASON,W,0,,,,,,,
2022,Wolfe,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
2022,Woodford,United States Senator,,Rand PAUL,REP,6227,,,,,,,
2022,Woodford,United States Senator,,Charles BOOKER,DEM,5023,,,,,,,
2022,Woodford,United States Senator,,Charles Lee THOMASON,W,1,,,,,,,
2022,Woodford,United States Senator,,Billy Ray WILSON,W,0,,,,,,,
